sample	Continent	Shannon_index	nReads	sum_len	num_seqs	Shannon_residual
SRR5678994	North_America	5.51242	139420699	1034310332	1541104	-0.468551415954818
SRR5678995	North_America	4.92165	145154739	1022137210	1491353	-1.05585284565834
SRR5678996	North_America	5.61718	137523193	1011837685	1476861	-0.349636082146432
SRR5679001	North_America	4.92733	134375542	890519580	1173698	-0.947421773332172
SRR5679005	North_America	5.50274	171914211	1224062704	1775168	-0.677316876071698
SRR5679007	North_America	4.94926	129065253	912704150	1239621	-0.938766957484318
SRR5679008	North_America	6.19868	167984932	1143232190	1512686	0.0492154084744469
SRR5679009	North_America	4.90666	95872093	673534098	900921	-0.652839708399473
SRR5679010	North_America	4.07186	92405188	644274695	1012236	-1.35826535441474
SRR5679011	North_America	4.29414	81763608	529132545	869506	-0.894728164999858
SRR5679012	North_America	4.6032	112692644	760432367	1240100	-0.991150093668384
SRR5679013	North_America	4.0879	56380097	346268114	556801	-0.642049664409372
SRR5679015	North_America	5.06694	117967389	799356842	1284337	-0.59008456905949
SRR5679016	North_America	4.09569	73717114	473519135	788427	-0.963708175086345
SRR5679017	North_America	5.98467	160065816	1074180103	1432157	-0.0918952640811479
SRR5679018	North_America	6.48887	185075384	1185547958	1487210	0.273609266775811
SRR5679019	North_America	5.39696	141480594	884678892	1167302	-0.469041466986087
SRR5679020	North_America	6.3099	197131535	1361693973	1814233	-0.0297345931258895
SRR5679021	North_America	5.61953	192804856	1386551195	1963731	-0.710318072651782
SRR5679022	North_America	4.18181	197291303	1380075849	2152261	-2.09443616112019
SRR5679023	North_America	3.42718	130199684	887539562	1424986	-2.34601993604426
SRR5679024	North_America	4.47353	146290790	1018134422	1576407	-1.46987088403866
SRR5679025	North_America	4.78193	103566877	666884182	980019	-0.718367186505582
SRR5679026	North_America	4.34728	123200432	752573786	1119349	-1.27985848792654
SRR5679029	North_America	5.03035	147340583	992234303	1606043	-0.861926551275754
SRR5679030	North_America	3.07621	112122262	774482787	1256735	-2.54123690283244
SRR5679031	North_America	4.3296	113494650	806022550	1301047	-1.33504714706772
SRR5679033	North_America	6.86244	272685196	1741766549	2107417	0.203825693730194
SRR5679034	North_America	4.9413	106619527	764767758	1059261	-0.741634596121088
SRR5679035	North_America	5.85086	135477600	975160541	1343321	-0.103594348778745
SRR5679036	North_America	6.51739	250252036	1645039987	2110398	-0.0493370281402131
SRR5679037	North_America	6.06519	140965209	966020957	1284877	0.10446063799694
SRR5679039	North_America	3.99693	103849208	704241494	1123072	-1.52374471343836
SRR5679040	North_America	4.87344	95718237	430177060	495844	-0.257333977368472
SRR5679041	North_America	4.736	102288404	438468764	518698	-0.402205315031043
SRR5679042	North_America	5.08633	141472573	814970314	1153588	-0.65262803548229
SRR5679043	North_America	5.18653	108116359	542102559	674604	-0.163549843090458
SRR5679044	North_America	3.16651	97180935	680955631	1058782	-2.33011227029187
SRR5679045	North_America	5.02082	133362620	993165675	1527077	-0.899660877356028
SRR5976180	Asia	5.88371	106659129	703382239	869852	0.238184674392608
SRR5976181	Asia	5.55083	109948136	814275023	1028002	-0.248132087056536
SRR5976182	Asia	5.66638	111619550	704390859	910325	0.0419021260340271
SRR5976183	Asia	5.88603	100714719	732446307	931526	0.208136000541427
SRR5976184	Asia	5.74151	93146758	606313980	724059	0.243002140582339
SRR5976185	Asia	5.64013	96072754	700023309	851131	-0.0101294032086444
SRR5976186	Asia	5.65744	101521090	728574241	912601	-0.0219655069043873
SRR5976187	Asia	5.63527	115916473	752683831	951860	-0.0737928833487012
SRR6323088	Asia	4.81228	73742230	240786780	180408	0.113709346742179
SRR6323089	Asia	5.12775	159682752	614640475	582879	-0.492356827827216
SRR6323090	Asia	4.82939	65739032	286814259	263679	0.0347013468305122
SRR6323091	Asia	3.7859	54349847	231030753	193832	-0.814755229666183
SRR6323094	Asia	4.50148	56855320	219566681	164812	-0.0968063683396961
SRR6323100	Asia	4.67608	32716329	189549456	170816	0.324984063283001
SRR6323102	Asia	4.41217	32847259	190434539	205815	0.146421934595466
SRR6323104	Asia	4.11248	24814249	169206233	177716	-0.0393781972834298
SRR6323105	Asia	4.57668	37092898	258985611	262268	-0.0644145532827169
SRR6323106	Asia	4.78144	35778677	171345075	123496	0.433741985033765
SRR6323107	Asia	3.93261	40417360	150214028	120306	-0.213019544302743
SRR6323111	Asia	3.69684	50113711	85769035	77158	0.241048116131167
SRR6323112	Asia	3.8762	24214387	127980011	145692	0.0772786356300984
SRR6323115	Asia	4.52685	42232056	76588577	68017	1.18891561083406
SRR6323116	Asia	3.14132	69043149	78990834	81038	-0.151634897104065
SRR6323117	Asia	4.445	70278254	196519480	175007	0.0595651534785224
SRR6323118	Asia	5.06825	48243361	205152514	157579	0.554996267205738
SRR6323119	Asia	4.58059	73474356	236948490	168443	-0.126189052421976
SRR6323120	Asia	4.97614	72183012	285542551	248936	0.161470277495763
SRR6323123	Asia	4.1743	32955378	218324046	232995	-0.25098119919116
SRR6323124	Asia	4.80488	70302410	404739829	391926	-0.349180163476659
SRR6323125	Asia	3.82916	73930589	297109481	293322	-0.967731750561749
SRR6323126	Asia	3.69665	34448574	100383301	63944	-0.113450703635496
SRR6323127	Asia	4.42113	35243666	138129107	90738	0.268703570431556
SRR6323128	Asia	2.8477	16761774	26683239	17226	0.518996061480217
SRR6323129	Asia	4.39972	79644643	343686870	341965	-0.555448764894412
SRR6323130	Asia	4.89879	77849435	318626826	293814	-0.0096974520016246
SRR6323131	Asia	4.51964	69838820	288946869	274325	-0.266378472089317
SRR6323132	Asia	4.56038	63339424	363569882	360992	-0.462529878912982
SRR6323133	Asia	4.80575	70468530	424417990	405380	-0.408355200231252
SRR6323134	Asia	4.29112	32580934	254900367	283307	-0.287840207093441
SRR6323135	Asia	4.11724	37240754	200853500	192930	-0.264998238121191
SRR6323136	Asia	4.65505	41971902	199289709	171026	0.227340795520349
SRR6323137	Asia	4.35837	69067181	297403489	269987	-0.482484746879886
SRR6323146	Asia	4.49647	69278621	345403402	344215	-0.465704341798681
SRR6323147	Asia	4.58711	70516271	354804947	359395	-0.396787554877574
SRR6323148	Asia	4.51948	64109564	314121331	312005	-0.339090340145336
SRR6323149	Asia	4.82738	77749154	440589208	448692	-0.395180734743884
SRR6323150	Asia	3.26356	29851880	151340072	170199	-0.726167452683482
SRR6323151	Asia	4.25624	19341108	125992676	103909	0.310790507708446
SRR6323152	Asia	3.79757	41855744	126859258	88398	-0.227302683799635
SRR6323153	Asia	4.76342	84451564	349492824	327296	-0.239791458117624
SRR6323154	Asia	4.6304	45042416	190446648	177343	0.295382195333337
SRR6323155	Asia	4.23716	29999756	195615436	210879	-0.061389770904954
SRR6323166	Asia	4.174	50861438	225568399	207525	-0.354952701816935
SRR6323167	Asia	4.4115	62564084	249836947	223415	-0.242941280432724
SRR6323172	Asia	3.54349	54200948	55141543	41991	0.501423967340138
SRR6323176	Asia	4.62328	50871423	279834053	288711	-0.0903842513051655
SRR6323177	Asia	4.05428	31211045	188323263	202352	-0.202669595658504
SRR6323178	Asia	4.45795	48336207	235403911	226920	-0.0964352919110644
SRR6323184	Asia	3.73224	35683382	146097640	163741	-0.216834396862779
SRR6323185	Asia	0.912517	32947456	38219430	38685	-1.58455181566143
SRR6323200	Asia	4.15979	80089141	302813533	252745	-0.740791309942949
SRR6323202	Asia	4.42605	38861821	194431227	170747	0.03628643532009
SRR6323204	Asia	4.20098	86773459	335302125	323034	-0.74119457688421
SRR6323205	Asia	4.40818	96258266	349103343	345611	-0.5640406705655
SRR6323206	Asia	4.57505	28893885	152958480	110437	0.352165609680417
SRR6323211	Asia	3.90264	31765058	234477581	267824	-0.569449178248405
SRR6323212	Asia	3.46794	35874543	57888747	44709	0.371844545251253
SRR6323213	Asia	3.12189	28630219	43769924	29927	0.275133279301862
SRR6323214	Asia	1.84835	37897990	64624740	70344	-1.19944124646786
SRR6323215	Asia	4.14933	42181269	158254380	165101	0.0775608099475572
SRR6323232	Asia	4.73166	42284202	240361622	235430	0.159741143144735
SRR6323233	Asia	4.99572	46791417	276103473	271816	0.272440427532932
SRR6323243	Asia	4.6849	75019855	219302591	195268	0.177393605736401
SRR6323244	Asia	4.8029	69747476	247192784	232089	0.186378974154389
SRR6323245	Asia	4.68832	62889863	244690715	253579	0.130745449844553
SRR6323247	Asia	4.37202	39337832	226342240	225430	-0.1253211856302
SRR6323249	Asia	4.81149	43215544	223649201	209517	0.298561299028454
SRR6323250	Asia	4.78327	49556393	272070377	259960	0.0625190233654523
SRR6323257	Asia	4.18498	37720804	192451405	185528	-0.147328690827606
SRR6323258	Asia	4.29212	27044725	82548343	47748	0.649560116111977
SRR6323259	Asia	4.42976	34855925	157478078	103459	0.130168001068
SRR6323260	Asia	4.34223	74781201	229150751	189230	-0.252117712453599
SRR6323261	Asia	4.36816	70197220	337267642	323572	-0.586001034864099
SRR6323262	Asia	4.30502	62769274	272350898	232961	-0.468280087954772
SRR6323263	Asia	4.38948	58698591	236234028	227542	-0.166175291321384
SRR6323264	Asia	4.91924	65830000	358211722	317473	-0.14299295813006
SRR6323265	Asia	4.45698	32389584	226870335	222286	-0.054200581758971
SRR6323266	Asia	4.79062	46563039	207892112	195663	0.363129667528406
SRR6323267	Asia	4.08894	25431933	143399636	124944	0.0300260079036183
SRR6323268	Asia	3.18405	42443221	100959097	115674	-0.336797596649108
SRR6323278	Asia	3.65663	61662525	223450220	181684	-0.920230522644863
SRR6323279	Asia	4.39891	86556113	380424221	365757	-0.685931525488534
SRR6323280	Asia	4.40016	87844918	355022774	374174	-0.5611902590274
SRR6323281	Asia	4.29976	44248350	205894989	186551	-0.136652336014971
SRR6323285	Asia	4.88083	75306006	408191663	381312	-0.299572612994711
SRR6323286	Asia	4.70357	80055641	399692488	381565	-0.441456377245707
SRR6323287	Asia	4.89603	72996188	410110472	374494	-0.3014462101305
SRR6323288	Asia	4.56653	59927476	227240087	187932	-0.0211821204153632
SRR6323289	Asia	4.87745	68835211	216916371	175878	0.334218341549165
SRR6323291	Asia	3.62924	49034971	215050023	197349	-0.847987776601157
SRR6323292	Asia	4.44396	48276477	224326684	215310	-0.0585347319253348
SRR6323293	Asia	4.20246	53609539	223752993	201236	-0.327899935613372
SRR6323294	Asia	4.30029	51883146	280027147	268575	-0.450186751319296
SRR6323295	Asia	4.90763	52042507	344215852	347831	-0.0482803238758757
SRR6323296	Asia	4.42304	76941146	402470157	439917	-0.662956395313832
SRR6323309	Asia	4.15001	38934410	202167448	173920	-0.293749374676662
SRR6323310	Asia	4.22175	69650542	265392307	217033	-0.543258703089205
SRR6323311	Asia	4.20863	35891786	193086798	168162	-0.178748766332628
SRR6323312	Asia	4.59229	33686781	238821000	228927	0.0132450021103208
SRR6323314	Asia	3.80594	35732311	206528872	242271	-0.508663763753724
SRR6323315	Asia	2.16866	41232824	17619130	14447	0.438797230947642
SRR6323316	Asia	4.35764	47670443	231082722	228086	-0.164404328920877
SRR6323317	Asia	3.70952	35016595	139930221	140099	-0.247656999536109
SRR6323318	Asia	4.99878	69200974	371895708	336779	-0.0939824069395686
SRR6323319	Asia	4.90321	82208561	462951656	451051	-0.396046883763625
SRR6323320	Asia	4.84686	95880761	378156813	348601	-0.250609492247492
SRR6323327	Asia	4.41983	35090954	253674745	273503	-0.167691660772645
SRR6323328	Asia	4.91315	39211738	221703052	185496	0.35219403838746
SRR6323329	Asia	4.35938	21360329	137351711	104556	0.278780012853751
SRR6323330	Asia	4.32427	39192743	197089583	213101	0.0230029897646027
SRR6323331	Asia	4.46796	55646338	154918059	118679	0.270657566536795
SRR6323332	Asia	4.46263	34967197	146468637	104306	0.284533626101254
SRR6323333	Asia	5.05391	65787162	245792303	184020	0.330084542589339
SRR6323334	Asia	4.55921	61754788	213622006	155004	-0.0238715022576205
SRR6323337	Asia	4.10756	63964915	192818124	166579	-0.273146636155089
SRR6323338	Asia	4.58797	81927019	214713461	211651	0.156232430001585
SRR6323339	Asia	3.94357	68607169	147976166	117736	-0.180144818184992
SRR6323340	Asia	4.32855	93121100	131309834	112886	0.382245591461421
SRR6323343	Asia	4.82134	74698881	451032011	474036	-0.41242833170529
SRR6323344	Asia	5.00488	67388983	322677253	302379	0.0879645698952158
SRR6323355	Asia	4.59793	52533156	273263832	247914	-0.152618697689054
SRR6323356	Asia	4.20317	52706477	245331885	222666	-0.426179856363808
SRR6323367	Asia	4.74923	68267449	226008252	205076	0.215858987388974
SRR6323368	Asia	4.94859	50830402	244313396	217792	0.314382764771858
SRR6323374	Asia	5.14766	66211387	313211875	286508	0.25183596831088
SRR6323390	Asia	4.59178	76950804	403256386	384717	-0.564151750778395
SRR6323391	Asia	4.68617	72300741	320356847	299766	-0.222267438943357
SRR6323392	Asia	4.1457	58769358	290575521	293474	-0.618542418677876
SRR6323394	Asia	3.34439	42274444	190603234	158908	-1.04762572170969
SRR6323397	Asia	4.06742	89508132	269348631	268605	-0.611414728786726
SRR6323398	Asia	4.58848	74669612	340923944	336245	-0.363035587234696
SRR6323415	Asia	4.55728	31821428	137993243	92063	0.412053936384713
SRR6323416	Asia	4.52855	32276073	144575550	121698	0.447063191287434
SRR6323427	Asia	4.53551	80767158	328467259	327471	-0.367646846804829
SRR6323436	Asia	5.07335	49232463	207189788	169273	0.580064714368786
SRR6323438	Asia	5.1363	72854642	261889935	209567	0.376084228080365
SRR6323439	Asia	4.59052	59656703	193920860	141172	0.117054584793152
SRR6323446	Asia	4.48983	55481119	249379451	267206	-0.0743968666688701
SRR6323447	Asia	4.72662	46118553	301083246	311146	-0.0698649524474698
SRR6323449	Asia	2.84036	64954692	154469498	141805	-1.26113665696337
SRR6323462	Asia	3.70477	51414918	194205683	171832	-0.675537322562273
SRR6323463	Asia	4.53218	68929172	247163138	215432	-0.121425035692508
SRR6323479	Asia	4.38818	37429814	198359341	215783	0.0820137601675651
SRR6323486	Asia	4.48868	89319445	228617150	203143	-0.063751146654698
SRR6323487	Asia	4.59679	40238730	211752185	232381	0.222851495397807
SRR6323493	Asia	4.40303	75226487	289133817	290685	-0.354012349101854
SRR6323500	Asia	4.19041	62473609	300393853	266979	-0.67381377049844
SRR6323501	Asia	4.97185	82778285	435626312	405082	-0.2822962664547
SRR6323502	Asia	4.16079	100543976	366557597	373298	-0.851381261194472
SRR6323503	Asia	4.45974	56856861	321369775	310526	-0.440042625715483
SRR6323504	Asia	4.98496	102187616	459379373	397168	-0.361675508235953
SRR6323505	Asia	4.25188	61003780	95756432	64332	0.530247575944552
SRR6323506	Asia	4.86504	60031571	272989575	217087	0.0520936266166994
SRR6323512	Asia	4.28069	69868134	55681224	33851	1.11954123299069
SRR6323513	Asia	4.59788	65451031	373944342	407423	-0.409820554404555
SRR6323514	Asia	4.94395	66475013	310852476	278198	0.0457766481763885
SRR6323515	Asia	3.45448	68472560	68159863	69916	0.326732585376072
SRR6323516	Asia	5.07802	76573112	288980292	294854	0.329210308298667
SRR6323517	Asia	4.74985	54900588	193735068	158555	0.33445827967452
SRR6323526	Asia	4.24994	71539514	379891036	413581	-0.77443833259836
SRR6323527	Asia	4.85591	83037860	471404148	533127	-0.38923084448705
SRR6323528	Asia	4.904	69560774	424378932	466880	-0.239813920098128
SRR6323540	Asia	4.70761	59007089	290884499	269417	-0.100886730964179
SRR6323542	Asia	4.43876	55859671	257332437	264805	-0.180700984272693
SRR6323543	Asia	4.824	74373108	374438325	364467	-0.239309833152617
SRR6323544	Asia	4.7402	86631895	391975202	385580	-0.36678782447251
SRR6323545	Asia	4.50182	86363096	353607008	358972	-0.473984201697791
SRR6323546	Asia	4.87402	83258071	340169470	322244	-0.0933697212871133
SRR6323548	Asia	4.34905	41717813	159967062	159903	0.243739700873796
SRR6323549	Asia	2.75564	40257257	63420710	66587	-0.28807286886125
SRR6323550	Asia	4.28946	41519402	272220225	274479	-0.407910906222797
SRR6323551	Asia	4.28547	39278490	164748177	128285	0.0217843122836763
SRR6323552	Asia	3.92292	65714607	212149765	185583	-0.55830611981529
SRR6323553	Asia	4.19824	54398849	228479526	229369	-0.300575759959426
SRR6323555	Asia	3.90239	25544702	170336839	173584	-0.271512638484176
SRR6323556	Asia	4.62524	62353260	368895045	360700	-0.421871629343533
SRR6323557	Asia	4.98035	80357259	336188792	290229	-0.0206491988054139
SRR6323567	Asia	4.87962	79201791	365300918	331296	-0.190206457177293
SRR6323568	Asia	4.85958	77359025	324614240	306278	-0.0584685748518954
SRR6323569	Asia	4.16422	65808544	235796326	197401	-0.457395853620184
SRR6323572	Asia	3.93803	63050209	208571505	171133	-0.556670377984152
SRR6323573	Asia	3.66649	48358639	176942370	144065	-0.651786204175931
SRR6323574	Asia	4.2066	66912390	283106521	270891	-0.553295710594229
SRR6323575	Asia	4.22653	89166419	294881562	321441	-0.50961875036602
SRR6474838	North_America	1.44244	28062654	69827186	39525	-2.02259911934917
SRR6474845	North_America	2.70454	33260529	82820532	54429	-0.874861439278979
SRR6474865	North_America	3.13738	32124858	88087965	34836	-0.764682313749602
SRR6474934	North_America	1.1811	33121670	62551728	35414	-2.15780744847872
SRR6474944	North_America	2.55101	25023382	66459596	24632	-1.07129157567722
SRR6475146	North_America	2.92806	29339403	34000765	13884	0.108267313358845
SRR6475148	North_America	3.1657	31231845	111927899	32081	-1.16577740639945
SRR6476314	North_America	2.69725	26707512	60919197	30498	-0.676653019882248
SRR6512889	North_America	3.31602	104747325	411852787	572222	-1.67147268031046
SRR6512890	North_America	3.79026	90091514	358274012	506084	-1.03505702068851
SRR6512891	North_America	3.07102	58772256	247217619	308707	-1.40629132804891
SRR6512892	North_America	3.831	80894602	318029606	424380	-0.890721781232626
SRR6512893	North_America	5.92882	191646547	813090012	985667	0.120049131901672
SRR6512894	North_America	5.38948	134733007	580751446	654539	-0.0837035183652685
SRR6512895	North_America	4.53045	52994650	202956020	269566	0.303505495075287
SRR6512896	North_America	4.06125	55404078	206727568	283256	-0.170142299214362
SRR6512897	North_America	3.73088	108909685	427834048	459521	-1.42689813007321
SRR6512898	North_America	3.85545	171076929	740634616	756784	-1.93554754855289
SRR6512899	North_America	5.90592	215223226	945866073	1165244	-0.0626502204302163
SRR6512900	North_America	6.12683	245540597	1085452243	1366910	0.0168926567872242
SRR6512901	North_America	3.28878	58541124	239051542	248748	-1.24174261013292
SRR6512902	North_America	2.66946	60305176	281654061	328211	-1.98815300059229
SRR6512903	North_America	3.94923	125074205	551944890	643293	-1.45136056086653
SRR6512904	North_America	3.34707	131440978	578456726	702514	-2.08486328783108
SRR6512905	North_America	5.93812	192106691	815534194	989135	0.126274810786989
SRR6512906	North_America	5.52704	134929868	582536071	656885	0.050691928694816
SRR6512907	North_America	5.8918	215803296	949515883	1168641	-0.0815156271137733
SRR6512908	North_America	6.20401	246051877	1088949273	1370155	0.0900767450452213
SRR6512910	North_America	3.85444	172500035	745029241	760988	-1.94324967020497
SRR6512911	North_America	5.78848	125593468	554470119	647035	0.383450301708086
SRR6512912	North_America	5.30709	131735660	579882339	703931	-0.127791106307695
SRR6958874	North_America	5.7027	91415320	469560496	535319	0.467467826323854
SRR6958875	North_America	4.75651	77136930	387987876	438988	-0.271143770386063
SRR6958876	North_America	5.16683	107431317	448196523	435579	-0.0931216964477972
SRR6958877	North_America	4.77412	115224831	573965217	618591	-0.71062943631053
SRR6958878	North_America	4.66188	103628615	484489191	506532	-0.649592737665344
SRR6958879	North_America	5.268	118519510	526858807	562511	-0.124933536810913
SRR6958880	North_America	5.42977	127557271	581530094	633995	-0.0623307479978298
SRR6958881	North_America	4.68663	121538740	503103802	533064	-0.657960852055106
SRR6958882	North_America	5.84941	90495008	489644711	548674	0.558454609920844
SRR6958883	North_America	5.31943	94400111	413065292	429640	0.182804675875838
SRR6958884	North_America	4.70264	91382081	469432253	536334	-0.531212083375781
SRR6958885	North_America	5.25867	95321693	478679455	493094	-0.047974321027871
SRR6958886	North_America	5.18945	101889524	438052966	469491	0.00307847532770362
SRR6958887	North_America	5.44018	120742259	541961402	554878	-0.00503954246276047
SRR6958888	North_America	4.52058	50195884	246988856	309298	0.0432290503509728
SRR6958889	North_America	4.51324	57137802	270228704	304330	-0.115777755382386
SRR6958890	North_America	3.98577	43622781	202180018	235249	-0.30586151501997
SRR6958891	North_America	4.16613	62071348	263224871	299948	-0.426270758275831
SRR6958892	North_America	4.67545	67749701	372879911	444957	-0.283198155980023
SRR6958893	North_America	4.4018	63447100	331747739	379770	-0.447472200570812
SRR6958894	North_America	3.94673	60197060	319763366	371019	-0.855390367888848
SRR6958895	North_America	4.61467	51442605	285161566	334106	-0.0566332873903365
SRR6958896	North_America	5.68955	93867279	520129241	555034	0.307089568379245
SRR6958897	North_America	3.27923	28417914	118630489	152733	-0.370789062570297
SRR6958898	North_America	5.41364	87460772	477307782	522580	0.139209385859114
SRR6958899	North_America	5.16997	84408662	438230978	444688	-0.0470644950201996
SRR6958900	North_America	5.14917	78628779	443563212	473442	-0.057367876264376
SRR6958901	North_America	5.16118	80544457	435763965	517262	0.0278410882295663
SRR6958902	North_America	5.63243	96846758	475107917	475866	0.320454237455658
SRR6958903	North_America	5.20858	89291246	452170050	487702	-0.0122962787793759
SRR6958904	North_America	4.8705	83659616	433263901	446745	-0.325914170928402
SRR6958905	North_America	5.08397	76271478	391813735	418064	0.0159220520021661
SRR7188232	Asia	6.63018	124625996	888113974	1122279	0.736308339082627
SRR7188233	Asia	6.32064	118188525	897376901	1082988	0.391376229142704
SRR7188234	Asia	6.47432	119465799	953944254	1200050	0.49733625778086
SRR7188235	Asia	5.92798	117004311	768366874	901872	0.158796953624451
SRR7188236	Asia	6.52107	121162536	888657067	1072418	0.603129218488853
SRR7188237	Asia	6.44201	117523450	871779027	1058564	0.548169270481563
SRR7287609	Asia	4.65837	28657363	115169504	173089	1.11875115492345
SRR7370241	Asia	5.49206	98821570	665367404	761235	-0.131110306487701
SRR7370242	Asia	5.42977	110570616	460654562	659545	0.332492216935974
SRR7370243	Asia	6.33496	110764943	790304785	876563	0.505139507396264
SRR7370244	Asia	5.61229	114368161	807742231	912079	-0.232591477138663
SRR7370245	Asia	6.33678	109105822	790958446	900209	0.518639116058963
SRR7457734	Asia	6.22869	169342874	1042489043	1161603	0.0972373454154644
SRR7457735	Asia	6.054	198838556	637911218	545500	0.344159642730637
SRR7457736	Asia	6.04351	177909721	1175726317	1381841	-0.195499307911532
SRR7457737	Asia	5.59647	180148996	919250465	993649	-0.408020339148665
SRR7457749	Asia	2.15465	164539418	453670630	522400	-3.02770721004248
SRR7457750	Asia	4.64125	133413105	262301636	354436	0.149758951939077
SRR7457751	Asia	5.94177	201439872	1069712769	1221222	-0.203766625919855
SRR7457754	Asia	6.59711	202026270	1260855727	1397116	0.252362536310462
SRR7457755	Asia	5.80479	163518382	659684368	556036	0.0470285614699103
SRR7457756	Asia	5.80745	201335157	936870580	956079	-0.2452319531055
SRR7457757	Asia	5.80185	213730747	993983384	1011455	-0.317689885492795
SRR7457758	Asia	5.77643	119768493	901230770	1192220	-0.111706414643241
SRR7457759	Asia	5.8342	182701857	729820438	683578	0.0173949312620347
SRR7457761	Asia	6.08484	199017842	853925317	842251	0.118986644529337
SRR7457762	Asia	5.62934	99886792	447181873	408139	0.339502204834653
SRR7457763	Asia	5.60967	193600520	684132507	556486	-0.203960561746895
SRR7457766	Asia	4.23565	102116363	270569293	321222	-0.359331817618905
SRR7457767	Asia	4.21537	170314284	363832353	402107	-0.739364322884464
SRR7457768	Asia	4.19892	167947698	296208528	462283	-0.353529750054973
SRR7457769	Asia	5.76742	260266011	973723257	1067714	-0.288695063207824
SRR7457770	Asia	5.26739	134430765	722914233	744712	-0.49620113885599
SRR7457771	Asia	4.74797	139709705	556611115	496489	-0.793520016918748
SRR7457772	Asia	5.80946	118648078	876511230	1023828	-0.109615393184991
SRR7457773	Asia	5.57199	94589889	643259576	701825	-0.037611631160139
SRR7457774	Asia	5.43068	168001201	658870117	616336	-0.273375859376628
SRR7457775	Asia	5.69715	189739352	811592312	819040	-0.201022927659518
SRR7457776	Asia	6.05076	117771898	629172192	650375	0.442567115948982
SRR7457777	Asia	5.70755	173195703	814597956	864251	-0.171291187695372
SRR7457778	Asia	5.65227	220515704	781811152	730840	-0.239723829180832
SRR7457779	Asia	5.44924	76106641	492898118	577045	0.169932445557503
SRR7457780	Asia	6.42699	193686003	937644318	1007665	0.398531497614084
SRR7457783	Asia	3.14196	151866803	53640580	57611	0.3183740516716
SRR7683027	Asia	6.18404	146807707	864377103	877346	0.214008341627982
SRR7683028	Asia	4.63456	151688365	321309038	217361	-0.42707102211498
SRR7683029	Asia	5.77161	292246996	1102121400	1056814	-0.488403710777445
SRR7683030	Asia	5.92071	200514742	920401267	887765	-0.140232740408395
SRR7683031	Asia	3.8861	23764091	43136971	30949	1.07671691070699
SRR7683032	Asia	5.59091	131315062	716702973	919208	-0.0542301640686556
SRR7683033	Asia	5.74751	196002589	679117591	561199	-0.0498091740200171
SRR7683034	Asia	3.49448	140317467	1097649293	399445	-3.25510127467261
SRR7683035	Asia	3.25927	166381798	169933460	213539	-0.778020127118883
SRR7683036	Asia	6.02327	208127154	1034963960	1103000	-0.118973674214312
SRR7683037	Asia	4.48208	166085007	341517203	542347	-0.221527209477192
SRR7683038	Asia	5.451	138880969	782876780	995849	-0.296408604002463
SRR7683039	Asia	5.79513	137501512	746903724	818627	0.0261509680103611
SRR7683040	Asia	5.54921	190045335	755512573	715914	-0.299990182740162
SRR7683041	Asia	6.26196	202666231	1062960783	1130841	0.0884802141404534
SRR7683042	Asia	5.51469	163743736	846636104	858408	-0.430896586199801
SRR7683043	Asia	5.18405	138196684	709576203	684622	-0.590842944352929
SRR7683044	Asia	5.37367	142627495	691471274	737216	-0.322000233317575
SRR7683045	Asia	4.30955	178910351	258585969	327012	-0.194306129035463
SRR7683046	Asia	5.48682	184099535	817898920	799098	-0.436643123447197
SRR7683047	Asia	5.44477	103683717	606681577	641250	-0.1135155871975
SRR7683048	Asia	5.71161	163042065	636008107	555764	0.0127575444220972
SRR7683049	Asia	6.29702	201902338	985629813	1017699	0.193315238556026
SRR7683050	Asia	5.42891	175065289	677348452	635579	-0.303982164169265
SRR7683051	Asia	6.54957	198331397	1275195590	1384809	0.181807755745621
SRR7683052	Asia	3.23887	131248397	68815515	82151	0.186210385230653
SRR7683055	Asia	4.44268	129926702	213862973	276428	0.157637524946072
SRR7683056	Asia	5.80398	141381820	722895902	743395	0.0403447369388023
SRR7683057	Asia	4.40893	188448226	107460875	113379	0.800563360097352
SRR7683058	Asia	3.75322	106512330	41097021	36823	1.13254451877073
SRR7683060	Asia	5.71966	174522820	726340131	681702	-0.0914950667927608
SRR7683062	Asia	5.55521	163541888	989244637	1283892	-0.442031492816629
SRR7683063	Asia	5.05733	294429028	1075564203	1092110	-1.14669822498683
SRR7683065	Asia	4.89524	186037940	170800053	214146	0.85288883863909
SRR7683066	Asia	4.95381	195061531	172042430	223319	0.921357887873203
SRR7685245	Asia	5.32427	139377452	734387794	775275	-0.444223104299324
SRR7685246	Asia	4.59827	135495415	140919443	192245	0.808647464329251
SRR7685247	Asia	4.92922	189455543	1258194844	1730596	-1.30651177422671
SRR7685248	Asia	3.04074	172340842	252062880	445096	-1.26878278111824
SRR7685249	Asia	3.21783	210835632	85879486	125474	0.0248165685604837
SRR7685250	Asia	5.44229	115231808	680237297	783612	-0.199822536767922
SRR7685251	Asia	5.02081	128518723	603837275	555857	-0.597646716275036
SRR7685252	Asia	5.58974	168848117	701525827	695477	-0.155673339798049
SRR7685253	Asia	3.37983	126904927	544632597	934610	-1.81289695954704
SRR7685254	Asia	5.7242	177806954	925255490	856686	-0.364908957139168
SRR7685255	Asia	2.19519	137284988	1080117564	358852	-4.5820314000305
SRR7685261	Asia	4.67843	148321682	1194302566	504261	-2.09090770199657
