SRA Run	BioProject	Manure	Collection_Date	Continent	Country	Coordinate
ERR2241907	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241909	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241911	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241913	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241915	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241917	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241919	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241921	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241923	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241925	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241927	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241929	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241931	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241933	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241935	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241937	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241939	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241941	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241943	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241945	PRJEB22062	chicken	2018	Europe	Denmark	42.73N25.49E
ERR2241950	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241952	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241953	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241954	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241955	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241956	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241957	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241971	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241972	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241977	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241978	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241979	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241980	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241981	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241982	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241983	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241984	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241985	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2241986	PRJEB22062	chicken	2018	Europe	Bulgaria	42.73N25.49E
ERR2245455	PRJEB22062	chicken	2018	Europe	Germany	42.73N25.49E
ERR248260	PRJEB1391	chicken	2018	Asia	South_Korea	
ERR3097328	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097329	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097330	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097331	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097332	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097333	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097334	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097335	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097336	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097337	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097338	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097339	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097340	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097341	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097342	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097343	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097344	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097345	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097346	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097347	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097348	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097349	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097350	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097351	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097352	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097353	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097354	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097355	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097356	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097357	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097358	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097359	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097360	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097361	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097362	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097363	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097364	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097365	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097366	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097367	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097368	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097369	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097370	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097371	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097372	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097373	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097374	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097375	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097376	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097377	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097378	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097379	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097380	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097381	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097382	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097383	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097384	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097385	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097386	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097387	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097388	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097389	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097390	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097391	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097392	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097393	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097394	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097395	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097396	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097397	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097398	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097399	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097400	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097401	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097402	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097403	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097404	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097405	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097406	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097411	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097412	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097413	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097414	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097415	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097416	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097417	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097418	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097419	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097420	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097421	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097422	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097423	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097424	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097425	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097426	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097427	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097428	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097429	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097430	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097431	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097432	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097433	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097434	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097435	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097436	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097437	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097438	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097439	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097440	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097441	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097442	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097443	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097444	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097449	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097450	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097451	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097452	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097453	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097454	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097455	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097456	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097457	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097458	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097459	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097460	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097461	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097462	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097463	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097464	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097465	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097466	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097467	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097468	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097469	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097470	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097471	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097472	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097473	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097474	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097477	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097478	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097479	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097480	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097481	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097482	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097483	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097484	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097485	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097486	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097487	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097488	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097489	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097490	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097491	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097492	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097493	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097494	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097495	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097496	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097497	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097498	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097499	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097500	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097501	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097502	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097503	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097504	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097505	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097506	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097507	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097508	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097509	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097510	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097511	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097512	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097513	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097514	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097515	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097516	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097517	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097518	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097519	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097520	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097521	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097522	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097523	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097524	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097525	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097526	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097527	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097528	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097529	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097530	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097531	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097532	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097533	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097534	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097537	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097538	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097539	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097540	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097541	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3097542	PRJEB30834	chicken	2017	Africa	Cameroon	
ERR3414571	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2019E
ERR3414572	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2007E
ERR3414573	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2008E
ERR3414574	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2009E
ERR3414575	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2010E
ERR3414576	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2027E
ERR3414577	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2028E
ERR3414578	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2011E
ERR3414579	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2021E
ERR3414580	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2022E
ERR3414581	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2012E
ERR3414582	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2013E
ERR3414583	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2025E
ERR3414584	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2024E
ERR3414585	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2014E
ERR3414586	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2023E
ERR3414587	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2026E
ERR3414588	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2006E
ERR3414589	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2015E
ERR3414590	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2029E
ERR3414591	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2016E
ERR3414592	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2017E
ERR3414593	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2020E
ERR3414594	PRJEB33338	chicken	2018	Europe	UK	55.866N-3.2018E
ERR4191851	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191852	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191853	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191854	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191855	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191856	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191857	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191858	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191859	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191860	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191861	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191862	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191863	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191864	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191865	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191866	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191867	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191868	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191869	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191870	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191871	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191872	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191873	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191874	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191875	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191876	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191877	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191878	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191879	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191880	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4191881	PRJEB38606	chicken	2019	Asia	South_Korea	
ERR4398701	PRJEB39685	chicken	2020	Europe	France	
ERR4398702	PRJEB39685	chicken	2020	Europe	France	
ERR4398703	PRJEB39685	chicken	2020	Europe	France	
ERR4398704	PRJEB39685	chicken	2020	Europe	France	
ERR4398705	PRJEB39685	chicken	2020	Europe	France	
ERR4398706	PRJEB39685	chicken	2020	Europe	France	
ERR4398707	PRJEB39685	chicken	2020	Europe	France	
ERR4398708	PRJEB39685	chicken	2020	Europe	France	
ERR4398709	PRJEB39685	chicken	2020	Europe	France	
ERR4398710	PRJEB39685	chicken	2020	Europe	France	
ERR4398711	PRJEB39685	chicken	2020	Europe	France	
ERR4398712	PRJEB39685	chicken	2020	Europe	France	
ERR4398713	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398714	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398715	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398716	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398717	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398718	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398719	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398720	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398721	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398722	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398723	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398724	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398725	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398726	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398727	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398728	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398729	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398730	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398731	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398732	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398733	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398734	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398735	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398736	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398737	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398738	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398739	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398740	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398741	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398742	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398743	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398744	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398745	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398746	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398780	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398781	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398782	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398783	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398784	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398785	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398786	PRJEB39685	chicken	2020	Europe	Spain	
ERR4398816	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398817	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398818	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398819	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398820	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398821	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398822	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398823	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398824	PRJEB39685	chicken	2020	Europe	Germany	
ERR4398825	PRJEB39685	chicken	2020	Europe	France	
ERR4398826	PRJEB39685	chicken	2020	Europe	France	
ERR4398827	PRJEB39685	chicken	2020	Europe	France	
ERR4398828	PRJEB39685	chicken	2020	Europe	France	
ERR4398829	PRJEB39685	chicken	2020	Europe	France	
ERR4398830	PRJEB39685	chicken	2020	Europe	France	
ERR4398831	PRJEB39685	chicken	2020	Europe	France	
ERR5001906	PRJEB42019	chicken	2020	Africa	Malawi	
ERR5003185	PRJEB42019	chicken	2020	Africa	Malawi	
ERR5005166	PRJEB42019	chicken	2020	Africa	Malawi	
SRR10378023	PRJNA586747	chicken	2018	Asia	China	
SRR10378024	PRJNA586747	chicken	2018	Asia	China	
SRR10378025	PRJNA586747	chicken	2018	Asia	China	
SRR10378026	PRJNA586747	chicken	2018	Asia	China	
SRR10378027	PRJNA586747	chicken	2018	Asia	China	
SRR10378028	PRJNA586747	chicken	2018	Asia	China	
SRR10378029	PRJNA586747	chicken	2018	Asia	China	
SRR10378030	PRJNA586747	chicken	2018	Asia	China	
SRR10378031	PRJNA586747	chicken	2018	Asia	China	
SRR10378032	PRJNA586747	chicken	2018	Asia	China	
SRR10378033	PRJNA586747	chicken	2018	Asia	China	
SRR10378034	PRJNA586747	chicken	2018	Asia	China	
SRR10378035	PRJNA586747	chicken	2018	Asia	China	
SRR10378036	PRJNA586747	chicken	2018	Asia	China	
SRR10378037	PRJNA586747	chicken	2018	Asia	China	
SRR10378038	PRJNA586747	chicken	2018	Asia	China	
SRR10378039	PRJNA586747	chicken	2018	Asia	China	
SRR10378040	PRJNA586747	chicken	2018	Asia	China	
SRR10378041	PRJNA586747	chicken	2018	Asia	China	
SRR10378042	PRJNA586747	chicken	2018	Asia	China	
SRR10378046	PRJNA586747	chicken	2018	Asia	China	
SRR10378047	PRJNA586747	chicken	2018	Asia	China	
SRR10378048	PRJNA586747	chicken	2018	Asia	China	
SRR10378049	PRJNA586747	chicken	2018	Asia	China	
SRR10378050	PRJNA586747	chicken	2018	Asia	China	
SRR10378051	PRJNA586747	chicken	2018	Asia	China	
SRR10378052	PRJNA586747	chicken	2018	Asia	China	
SRR10378053	PRJNA586747	chicken	2018	Asia	China	
SRR10378054	PRJNA586747	chicken	2018	Asia	China	
SRR10378055	PRJNA586747	chicken	2018	Asia	China	
SRR10378056	PRJNA586747	chicken	2018	Asia	China	
SRR10378057	PRJNA586747	chicken	2018	Asia	China	
SRR10378058	PRJNA586747	chicken	2018	Asia	China	
SRR10378059	PRJNA586747	chicken	2018	Asia	China	
SRR10378060	PRJNA586747	chicken	2018	Asia	China	
SRR10378061	PRJNA586747	chicken	2018	Asia	China	
SRR10378062	PRJNA586747	chicken	2018	Asia	China	
SRR10378063	PRJNA586747	chicken	2018	Asia	China	
SRR10378064	PRJNA586747	chicken	2018	Asia	China	
SRR10378065	PRJNA586747	chicken	2018	Asia	China	
SRR10378066	PRJNA586747	chicken	2018	Asia	China	
SRR10378067	PRJNA586747	chicken	2018	Asia	China	
SRR10378068	PRJNA586747	chicken	2018	Asia	China	
SRR10378069	PRJNA586747	chicken	2018	Asia	China	
SRR10378070	PRJNA586747	chicken	2018	Asia	China	
SRR10378071	PRJNA586747	chicken	2018	Asia	China	
SRR10378072	PRJNA586747	chicken	2018	Asia	China	
SRR10378073	PRJNA586747	chicken	2018	Asia	China	
